b1.r0,b1.xpos,b1.ypos,b1.ampl,b1.alpha,bkg.c0
10.284295570213617,129.06354119937393,128.2607602130963,144.85233882921102,1.1068334742535395,0.2507001456014687
10.276656360168479,129.00636329305587,128.25139316756602,144.46613667281102,1.1045950864642042,0.24841719085385602
9.962391614139761,129.0589609864659,128.21833261408412,148.7571398825471,1.0927309475631777,0.23548791011567377
10.085866826863164,129.0030222344378,128.24080534687383,147.72887299458625,1.1015427220933618,0.2536028384018365
10.124368484086663,129.0111351329932,128.3576235670839,145.81443541263042,1.0958170135654948,0.23706201603148608
10.236177175923853,128.96567717744514,128.27173297034568,144.53809028021416,1.1025677666102691,0.24866519379555774
10.538169983292432,129.03203030949342,128.19754441642345,141.17021321381682,1.1145961306855086,0.257169413998328
10.270198815469449,128.9166653224824,128.34787640178396,145.46480133790544,1.1092706412894322,0.2733103317718101
10.260834832028491,128.90532442664423,128.2909300261366,144.77346371760393,1.1062363187341853,0.26620695992766014
10.166202770044666,128.95760130926627,128.2929323233967,143.69009655368737,1.0934437174527822,0.233155872418964
10.36591526555369,129.0510865914094,128.29563609224172,143.31132517261676,1.1100914606371473,0.2579299542833073
10.375800084224513,128.93087364981886,128.13928646589866,144.56321099098446,1.1137614527536428,0.2668916285790222
10.226729764548281,128.97767872448173,128.14659090256222,144.24110940128438,1.1002899038902683,0.2424919754680029
10.273036771951048,129.0280245555132,128.19768250964944,143.44911564629948,1.1017958789895506,0.2475576777135522
10.072821038803934,128.9637254938369,128.21879447475956,146.1805015685338,1.094517584868052,0.23505220586491765
10.141708035990401,128.9220316816259,128.16606537420418,145.64165872052757,1.0978817109930414,0.2356439759606111
10.120165291582806,128.97264472327677,128.24761170559995,146.63027314776792,1.0993153523837962,0.2427615350195389
10.101252262044188,128.9630516649877,128.1765162650993,147.5550861836968,1.1015508476928417,0.24857749401020218
10.391577123545652,129.05676016950432,128.16021703523035,143.21419643462437,1.1082955670913577,0.24218079025012576
10.213865958950008,128.9782042852612,128.17000292406226,146.00390308183373,1.103133597402694,0.25222769520131433
10.142662093329204,129.04244887250235,128.24457860507982,146.08412537472967,1.099017262070204,0.24774240448957335
10.240295164407616,128.9617451626386,128.14454728713562,145.34666187182256,1.1037652209030793,0.2502900065197673
10.217830119796899,128.99562738583163,128.2161560441501,144.48243472946714,1.1011666423519337,0.25010685262990884
10.40319059376906,129.02228778773738,128.25226473935552,143.1121197691503,1.108739266497698,0.2620098242136773
10.421966427358631,128.99440849969773,128.28161158402276,142.84114913954156,1.109608282506969,0.26544153775670287
10.267115610444359,128.92457015328517,128.34351930252697,144.75569151683632,1.1056399471737421,0.2591826931488775
10.177132190037048,129.00767475072524,128.28303728100317,145.82550460042648,1.0992076235400317,0.24027179948880711
10.151185964773042,128.98276490414693,128.21545343558347,145.81660646613565,1.0998140624826716,0.24458995850104223
10.234825187550422,129.0280324084914,128.20542644118223,144.30492835617235,1.102108587248167,0.2518202590220987
10.036339171053493,129.10474209517577,128.29814070669124,146.32148938805423,1.0926440697077275,0.2400319117739518
10.360073844268735,128.97246191436946,128.27587187715204,144.51091842754164,1.1128054570694172,0.26961017803244
10.341196998466177,128.96868203652195,128.2828834578914,144.8971504313282,1.1117175566578845,0.2705282369389233
10.339051557525185,129.02731346843618,128.27633258653648,143.98029539972597,1.1107940037926682,0.2658265614865312
10.317022048167576,128.97143033280543,128.19479898318295,144.09031229418332,1.1069678459487693,0.2548897979762597
10.252093426321382,128.98139436575912,128.22011577956496,144.96577919024392,1.1037239480311591,0.2547670096829137
10.19093790771351,129.04167557401672,128.26939978234333,144.42629119921395,1.0957207646199254,0.23001888316275532
10.187605084245972,128.9967937511487,128.2274217356164,144.73693811418963,1.0991394563565358,0.24854600248637
10.267637346308026,128.97976189738628,128.26892926030305,143.0900802417586,1.097846330048996,0.23272907806312257
10.299351552189131,128.9989962241308,128.30716119205636,142.83511760836126,1.1033261468665754,0.2452401952418802
10.27423841985367,129.11524052437062,128.2586484973534,144.41005384124426,1.1063897818450463,0.2498265575321463
10.254195710377067,129.00655339961008,128.24797422278823,144.85827451308825,1.103101227465614,0.24206191288010526
10.280575888030027,128.9775958000776,128.27680117374032,144.71901121080455,1.1064726322048188,0.24976848597249743
10.273419767161569,129.06077104523933,128.185361085285,144.2119093299404,1.1037915614225309,0.24948211319412128
10.165712303076562,129.00005642895718,128.221771204215,146.7100461010154,1.1037858897838648,0.25272135938051754
10.328421078306073,129.00100464950597,128.20233904248545,145.89032634174941,1.1142506440509692,0.26912453080747417
10.216214086904113,128.9614509337486,128.2048562318965,146.36386360227408,1.1042945844178473,0.2438016187907078
