b1.xpos,b1.ypos,b1.ampl,g1.fwhm,g1.xpos,g1.ampl,bkg.c0
265.148810563325,263.5509425274144,0.9972868164774132,5.110992932303769,264.841484377405,8.96756336330222,0.02086363181879893
265.148810563325,263.5509425274144,0.9972868164774132,5.110992932303769,264.841484377405,8.96756336330222,0.02086363181879893
265.148810563325,263.5509425274144,0.9972868164774132,5.110992932303769,264.841484377405,8.96756336330222,0.02086363181879893
265.148810563325,263.5509425274144,0.9972868164774132,5.110992932303769,264.841484377405,8.96756336330222,0.02086363181879893
264.3277805148281,263.8649561945372,1.0851408167036,4.8739487801474475,265.10784703934837,8.583333887957782,0.021109305212966147
264.3277805148281,263.8649561945372,1.0851408167036,4.8739487801474475,265.10784703934837,8.583333887957782,0.021109305212966147
265.61853379768183,262.5598158355707,1.1029998852094514,4.750992576085499,264.721173371115,9.063372114743167,0.020451252486149343
265.61853379768183,262.5598158355707,1.1029998852094514,4.750992576085499,264.721173371115,9.063372114743167,0.020451252486149343
265.07383806823054,263.1097661394444,1.0779510458395762,4.632045581893997,264.79583995612023,10.765058686885551,0.020851867010877528
264.0760280138556,263.0816392804738,1.069782462467438,4.729732736864514,265.19322547887816,9.605901487070655,0.02061565146796689
264.0760280138556,263.0816392804738,1.069782462467438,4.729732736864514,265.19322547887816,9.605901487070655,0.02061565146796689
264.78570661743674,263.3243851518802,1.0796516908405263,4.585320589734442,264.931760230245,10.2405292848654,0.020310221586253768
264.0959005016423,264.3179405582886,1.0860639048615313,5.024253534136711,264.7722696832343,8.17736800117006,0.02103999412792121
264.0959005016423,264.3179405582886,1.0860639048615313,5.024253534136711,264.7722696832343,8.17736800117006,0.02103999412792121
264.0959005016423,264.3179405582886,1.0860639048615313,5.024253534136711,264.7722696832343,8.17736800117006,0.02103999412792121
264.65728097274416,263.78534663884614,1.0982579732835123,4.284758047973371,264.877531641906,10.405872230893594,0.020797725480960757
265.103528816298,263.62820202161583,1.079020980433703,4.295774542594119,264.9827138793649,10.619013711355246,0.021049908816256284
265.103528816298,263.62820202161583,1.079020980433703,4.295774542594119,264.9827138793649,10.619013711355246,0.021049908816256284
265.103528816298,263.62820202161583,1.079020980433703,4.295774542594119,264.9827138793649,10.619013711355246,0.021049908816256284
265.1748311758312,263.2690466395849,1.0909566386662644,4.186338225571394,264.9912270145899,11.455674836890298,0.02116453855374891
265.1748311758312,263.2690466395849,1.0909566386662644,4.186338225571394,264.9912270145899,11.455674836890298,0.02116453855374891
265.1748311758312,263.2690466395849,1.0909566386662644,4.186338225571394,264.9912270145899,11.455674836890298,0.02116453855374891
265.1748311758312,263.2690466395849,1.0909566386662644,4.186338225571394,264.9912270145899,11.455674836890298,0.02116453855374891
265.1748311758312,263.2690466395849,1.0909566386662644,4.186338225571394,264.9912270145899,11.455674836890298,0.02116453855374891
265.1748311758312,263.2690466395849,1.0909566386662644,4.186338225571394,264.9912270145899,11.455674836890298,0.02116453855374891
264.10805882788407,262.8002579646443,1.0825922710026095,4.484733883826194,265.1692977848322,11.278227571349566,0.020552221602055967
264.3470127949432,262.5933239793586,1.1102847912950087,4.149825806230551,265.1187623295214,12.287256742346186,0.020871413338539025
264.3470127949432,262.5933239793586,1.1102847912950087,4.149825806230551,265.1187623295214,12.287256742346186,0.020871413338539025
264.3470127949432,262.5933239793586,1.1102847912950087,4.149825806230551,265.1187623295214,12.287256742346186,0.020871413338539025
264.3470127949432,262.5933239793586,1.1102847912950087,4.149825806230551,265.1187623295214,12.287256742346186,0.020871413338539025
264.7184896066484,264.0009414476358,1.0932176957087854,4.765123970980916,264.8848978166599,8.991342227183027,0.020510679051728684
264.5314762379327,262.1636215906446,1.0363551616317876,5.008496043345374,264.9434227992399,9.080160053651829,0.020912745647522015
264.5314762379327,262.1636215906446,1.0363551616317876,5.008496043345374,264.9434227992399,9.080160053651829,0.020912745647522015
264.5314762379327,262.1636215906446,1.0363551616317876,5.008496043345374,264.9434227992399,9.080160053651829,0.020912745647522015
265.16923148142394,262.18781542262207,1.11919635524711,4.958064887841133,264.87972703233794,8.884925270343912,0.020785555977701643
265.16923148142394,262.18781542262207,1.11919635524711,4.958064887841133,264.87972703233794,8.884925270343912,0.020785555977701643
264.62218280495813,262.87076414821183,1.131004902011952,4.569527328864328,265.0257466506881,9.458267416412628,0.02057154277105014
264.7022913144309,263.7497051623334,1.0750028440221875,4.941433201916214,265.0879352199129,8.499365453168235,0.020123254993738873
265.18976873810595,263.65765079796694,1.0751923671876193,5.13214290414666,264.67480315787685,9.456667250947802,0.020384627108623037
265.18976873810595,263.65765079796694,1.0751923671876193,5.13214290414666,264.67480315787685,9.456667250947802,0.020384627108623037
265.18976873810595,263.65765079796694,1.0751923671876193,5.13214290414666,264.67480315787685,9.456667250947802,0.020384627108623037
265.18976873810595,263.65765079796694,1.0751923671876193,5.13214290414666,264.67480315787685,9.456667250947802,0.020384627108623037
265.18976873810595,263.65765079796694,1.0751923671876193,5.13214290414666,264.67480315787685,9.456667250947802,0.020384627108623037
265.18976873810595,263.65765079796694,1.0751923671876193,5.13214290414666,264.67480315787685,9.456667250947802,0.020384627108623037
264.4285777645591,263.4829423322984,1.0770767232102647,5.172716694954569,264.87522423613456,9.4292752405547,0.020372986865815672
264.7819574659401,263.1193357858423,1.0687284070350613,5.101135710698005,265.03569960638674,8.178763933654025,0.020672544981430292
264.7819574659401,263.1193357858423,1.0687284070350613,5.101135710698005,265.03569960638674,8.178763933654025,0.020672544981430292
264.7819574659401,263.1193357858423,1.0687284070350613,5.101135710698005,265.03569960638674,8.178763933654025,0.020672544981430292
264.7819574659401,263.1193357858423,1.0687284070350613,5.101135710698005,265.03569960638674,8.178763933654025,0.020672544981430292
265.5558344563095,262.86089186182323,1.0826901286362582,4.788125122830218,265.00293317256325,10.770911326573028,0.02111255467846361
265.172967920965,263.12588966584286,1.0485322849942105,4.611721924640134,265.0601939845555,10.070213127103623,0.020278640247823932
265.172967920965,263.12588966584286,1.0485322849942105,4.611721924640134,265.0601939845555,10.070213127103623,0.020278640247823932
265.172967920965,263.12588966584286,1.0485322849942105,4.611721924640134,265.0601939845555,10.070213127103623,0.020278640247823932
264.9544222005692,263.97593687955407,1.0345222238314689,4.837286344267735,265.1130917191614,9.37279217854675,0.02053938690992889
